txn_id,customer_id,txn_date,amount_myr,channel,category,merchant
T0012202,C00658,2025-07-23,438.08,Debit Card,Utilities,Indah Water
T0008815,C00472,2025-12-01,54.13,Mobile App,Dining,Nasi Kandar House
T0007188,C00384,2025-05-03,241.31,ATM,Telco,Yes 5G
T0004122,C00220,2025-08-13,113.51,Branch,Telco,Digi
T0012275,C00661,2025-09-10,226.82,Mobile App,Fuel,Petronas Station
T0013282,C00713,2025-09-03,1107.25,Mobile App,Transfer,Instant Transfer
T0000130,C00007,2026-01-21,312.35,Mobile App,Groceries,MyMart
T0005543,C00300,2026-05-16,286.96,Internet Banking,Healthcare,Klinik Mediviron
T0007978,C00428,2025-01-21,182.47,Mobile App,Fuel,Petronas Station
T0011346,C00610,2025-02-05,79.81,Debit Card,Utilities,Unifi
T0003096,C00165,2025-05-25,2115.51,Debit Card,Travel,Grab Rides
T0005736,C00309,2025-02-09,3109.27,QR Pay,Transfer,IBG Transfer
T0008277,C00443,2026-03-01,315.85,Branch,Groceries,FreshMart
T0013366,C00718,2026-02-22,17.57,Mobile App,Groceries,TescoLite
T0007576,C00407,2026-07-15,785.89,QR Pay,Retail Shopping,Uniqlo MY
T0011327,C00610,2025-10-11,93.71,Debit Card,Groceries,GiantValue
T0008613,C00463,2026-07-15,111.53,Debit Card,Entertainment,Spotify MY
T0002769,C00148,2026-07-15,119.31,Internet Banking,Telco,Celcom
T0011665,C00628,2025-06-05,155.84,ATM,Entertainment,Netflix MY
T0007140,C00382,2026-04-30,225.01,Debit Card,Groceries,GiantValue
T0007091,C00379,2025-03-25,417.6,Branch,Utilities,Air Selangor
T0011857,C00639,2026-07-15,94.59,QR Pay,Telco,U Mobile
T0002448,C00132,2025-06-12,43.15,ATM,Healthcare,Klinik Mediviron
T0010153,C00546,2026-07-15,135.44,Internet Banking,Telco,Digi
T0005948,C00319,2025-08-14,174.58,Mobile App,Dining,BurgerLab
T0004465,C00240,2026-04-14,274.78,QR Pay,Cash Withdrawal,ATM Withdrawal
T0009785,C00524,2026-01-08,480.81,ATM,Healthcare,BP Healthcare
T0012562,C00677,2026-06-25,98.48,QR Pay,Fuel,Petronas Station
T0011592,C00622,2025-08-05,250.9,Debit Card,Retail Shopping,MR DIY
T0007435,C00398,2025-04-06,1847.87,Mobile App,Cash Withdrawal,ATM Withdrawal
T0003273,C00176,2026-02-23,1917.36,Internet Banking,Education,EduBooks
T0004023,C00215,2026-07-15,125.74,Internet Banking,Fuel,ShellPlus
T0001886,C00104,2026-03-27,1465.56,Mobile App,Education,Coursera MY
T0009300,C00499,2026-07-15,121.09,Internet Banking,Fuel,Petronas Station
T0010156,C00546,2026-07-15,103.54,Debit Card,Telco,Celcom
T0008706,C00467,2025-04-09,132.36,Mobile App,Telco,Maxis
T0005408,C00293,2026-07-15,421.7,ATM,Healthcare,Watsons
T0008359,C00448,2025-04-06,170.57,Debit Card,Dining,BurgerLab
T0006775,C00363,2025-12-15,1316.49,Debit Card,Cash Withdrawal,ATM Withdrawal
T0013934,C00748,2025-10-26,1545.62,QR Pay,Education,SkillUp Academy
T0002455,C00132,2025-04-06,11.82,ATM,Dining,Kenny's Grill
T0007993,C00429,2025-08-26,1184.33,ATM,Cash Withdrawal,ATM Withdrawal
T0005730,C00309,2025-07-30,590.39,Mobile App,Healthcare,Caring Pharm
T0012706,C00684,2025-04-03,52.84,Debit Card,Fuel,Caltex Go
T0014857,C00794,2025-09-27,30.07,ATM,Groceries,FreshMart
T0014005,C00751,2025-03-17,90.72,Mobile App,Fuel,ShellPlus
T0008669,C00465,2026-05-27,1224.64,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0013452,C00725,2026-01-06,488.86,QR Pay,Utilities,Indah Water
T0006817,C00365,2026-07-15,174.55,Branch,Dining,Kenny's Grill
T0002411,C00130,2026-07-15,1848.19,Branch,Cash Withdrawal,ATM Withdrawal
T0001320,C00074,2026-07-03,173.68,Internet Banking,Dining,KopiTiam Central
T0009644,C00516,2026-03-19,68.64,Mobile App,Utilities,Unifi
T0001913,C00105,2026-07-15,56.13,QR Pay,Fuel,ShellPlus
T0009357,C00503,2026-02-14,30.27,Branch,Dining,KopiTiam Central
T0002583,C00138,2025-04-15,191.97,Mobile App,Healthcare,BP Healthcare
T0005031,C00272,2026-06-27,325.29,Mobile App,Healthcare,Caring Pharm
T0008198,C00440,2026-07-15,2692.88,Debit Card,Education,Little Genius
T0010434,C00561,2026-06-20,1728.57,Branch,Education,TuitionPro
T0009961,C00535,2025-01-05,1299.92,ATM,Travel,Grab Rides
T0002852,C00152,2026-05-30,6255.89,QR Pay,Transfer,Instant Transfer
T0014469,C00775,2026-01-19,1980.61,QR Pay,Cash Withdrawal,ATM Withdrawal
T0011715,C00632,2026-07-15,1151.24,Branch,Education,Coursera MY
T0013901,C00747,2026-02-23,163.65,Debit Card,Utilities,Unifi
T0000827,C00046,2025-05-11,1513.15,ATM,Cash Withdrawal,ATM Withdrawal
T0000897,C00050,2025-03-27,287.37,ATM,Groceries,Jaya Grocer Co
T0001051,C00057,2025-07-19,219.59,Branch,Telco,Maxis
T0012089,C00653,2025-04-16,476.81,Mobile App,Healthcare,Watsons
T0011036,C00594,2025-04-28,231.12,Internet Banking,Fuel,BHP Fuel
T0001605,C00088,2026-07-15,1266.14,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0006171,C00330,2025-03-13,283.62,QR Pay,Transfer,DuitNow Transfer
T0002706,C00144,2025-03-09,97.91,Branch,Fuel,Petronas Station
T0008572,C00461,2026-07-15,256.47,Mobile App,Groceries,GiantValue
T0010307,C00554,2025-07-06,39.0,ATM,Telco,Digi
T0011995,C00647,2026-07-15,134.53,Mobile App,Fuel,Petronas Station
T0011636,C00625,2026-03-20,258.82,Internet Banking,Groceries,Jaya Grocer Co
T0006066,C00324,2026-07-15,278.67,Mobile App,Groceries,GiantValue
T0002429,C00131,2026-07-15,134.89,Internet Banking,Groceries,TescoLite
T0012030,C00649,2025-04-21,228.59,Internet Banking,Fuel,PetroMax
T0001376,C00078,2025-09-06,62.76,Branch,Dining,BurgerLab
T0006638,C00354,2026-07-15,198.84,Debit Card,Telco,Digi
T0010025,C00538,2025-05-23,84.39,Debit Card,Groceries,MyMart
T0002036,C00112,2026-01-19,1128.37,Debit Card,Retail Shopping,MR DIY
T0012399,C00669,2025-02-21,4764.46,Mobile App,Transfer,Instant Transfer
T0006972,C00373,2026-07-15,1431.17,Mobile App,Travel,Agoda MY
T0001588,C00087,2025-10-11,41.45,Internet Banking,Entertainment,GSC Cinemas
T0014468,C00775,2026-07-15,90.82,Debit Card,Telco,U Mobile
T0013146,C00707,2026-03-09,760.68,ATM,Healthcare,Watsons
T0013183,C00709,2026-07-15,186.04,Debit Card,Dining,Sushi Express
T0003336,C00180,2026-07-15,159.51,QR Pay,Telco,Maxis
T0004467,C00240,2025-06-23,1764.93,Debit Card,Cash Withdrawal,ATM Withdrawal
T0010554,C00568,2026-05-05,252.08,QR Pay,Telco,Digi
T0010246,C00551,2026-07-15,1155.82,QR Pay,Retail Shopping,MR DIY
T0012609,C00679,2026-01-16,18.34,QR Pay,Healthcare,Klinik Mediviron
T0009665,C00518,2026-03-21,163.54,Mobile App,Dining,Kenny's Grill
T0001233,C00069,2025-11-26,865.87,ATM,Education,TuitionPro
T0002426,C00131,2025-01-31,522.91,Mobile App,Transfer,DuitNow Transfer
T0000865,C00048,2026-03-27,209.72,Internet Banking,Entertainment,TGV Movies
T0011616,C00623,2026-02-04,197.15,Mobile App,Dining,KopiTiam Central
T0010857,C00586,2025-12-23,407.81,Debit Card,Healthcare,Klinik Mediviron
T0004266,C00229,2025-07-21,19.75,Mobile App,Entertainment,Steam
T0014628,C00783,2025-03-09,6047.69,Internet Banking,Transfer,Instant Transfer
T0010630,C00572,2026-03-29,1839.5,QR Pay,Cash Withdrawal,ATM Withdrawal
T0004594,C00247,2026-05-31,358.27,Debit Card,Retail Shopping,Uniqlo MY
T0009169,C00492,2025-12-01,38.22,Mobile App,Telco,Maxis
T0003002,C00160,2026-01-02,72.33,QR Pay,Dining,KopiTiam Central
T0009886,C00531,2025-12-15,715.53,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0013892,C00746,2026-07-15,53.21,Branch,Groceries,FreshMart
T0010896,C00588,2026-02-10,1129.4,Internet Banking,Travel,Grab Rides
T0009943,C00533,2026-07-11,3819.19,Mobile App,Travel,MAS Booking
T0004504,C00242,2026-07-15,923.67,Mobile App,Transfer,Instant Transfer
T0003024,C00160,2026-07-15,320.19,Branch,Healthcare,BP Healthcare
T0012585,C00678,2025-04-16,2811.78,ATM,Education,Coursera MY
T0012222,C00659,2025-02-27,140.42,Debit Card,Fuel,PetroMax
T0000191,C00009,2025-10-26,375.85,Branch,Cash Withdrawal,ATM Withdrawal
T0014616,C00782,2025-10-28,81.12,Branch,Fuel,Caltex Go
T0009161,C00492,2025-01-29,1467.29,Debit Card,Cash Withdrawal,ATM Withdrawal
T0005096,C00277,2025-12-06,194.42,Mobile App,Travel,MAS Booking
T0005460,C00296,2025-07-22,1162.37,Mobile App,Travel,Agoda MY
T0002956,C00157,2025-07-28,2880.63,ATM,Education,SkillUp Academy
T0004438,C00239,2025-12-15,179.36,Debit Card,Groceries,GiantValue
T0007693,C00414,2026-07-15,96.04,Internet Banking,Dining,BurgerLab
T0005585,C00302,2025-01-10,6427.82,Branch,Transfer,Instant Transfer
T0008024,C00431,2026-07-15,147.02,Mobile App,Utilities,Unifi
T0008010,C00430,2026-03-11,1300.65,Branch,Cash Withdrawal,ATM Withdrawal
T0013951,C00749,2025-08-19,126.89,Mobile App,Entertainment,TGV Movies
T0013052,C00702,2026-07-15,3492.14,Internet Banking,Travel,Agoda MY
T0005662,C00306,2025-09-20,195.05,Debit Card,Groceries,Jaya Grocer Co
T0009495,C00509,2025-09-21,95.09,QR Pay,Healthcare,Guardian Pharma
T0002403,C00129,2025-11-03,3862.66,Mobile App,Transfer,IBG Transfer
T0010182,C00547,2026-01-30,72.37,QR Pay,Dining,Nasi Kandar House
T0003555,C00189,2025-01-03,136.52,ATM,Fuel,ShellPlus
T0012599,C00679,2025-02-10,246.26,Debit Card,Education,EduBooks
T0002043,C00112,2026-03-04,740.91,Debit Card,Transfer,IBG Transfer
T0011339,C00610,2025-11-14,2868.13,Mobile App,Education,TuitionPro
T0008676,C00465,2026-07-15,543.73,Debit Card,Education,Little Genius
T0013361,C00717,2026-07-15,1916.72,ATM,Cash Withdrawal,ATM Withdrawal
T0010140,C00545,2025-02-06,42.19,Debit Card,Dining,Nasi Kandar House
T0000728,C00040,2026-07-15,308.74,QR Pay,Retail Shopping,MR DIY
T0010542,C00567,2025-06-10,79.74,Debit Card,Fuel,BHP Fuel
T0009336,C00502,2026-07-15,88.24,ATM,Groceries,TescoLite
T0004538,C00244,2025-09-15,308.52,Mobile App,Utilities,Astro
T0008661,C00465,2025-07-22,49.81,Mobile App,Utilities,Astro
T0014678,C00785,2025-04-15,1366.95,Debit Card,Travel,Grab Rides
T0010514,C00566,2026-06-05,231.1,Internet Banking,Entertainment,TGV Movies
T0010556,C00568,2025-11-25,358.01,Debit Card,Healthcare,Caring Pharm
T0010270,C00552,2026-03-20,188.61,Internet Banking,Entertainment,TGV Movies
T0002310,C00124,2026-02-09,101.91,Debit Card,Retail Shopping,H&M Central
T0007519,C00404,2026-07-15,376.59,Mobile App,Retail Shopping,H&M Central
T0010763,C00579,2025-05-15,1281.89,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0004621,C00249,2026-07-15,964.62,Mobile App,Retail Shopping,MR DIY
T0011198,C00603,2025-11-25,200.09,QR Pay,Retail Shopping,MR DIY
T0014895,C00796,2026-01-06,38.2,Mobile App,Retail Shopping,MR DIY
T0006932,C00371,2025-01-04,51.62,QR Pay,Entertainment,Netflix MY
T0011917,C00643,2026-07-15,35.04,Debit Card,Groceries,FreshMart
T0005618,C00304,2026-05-08,2114.57,QR Pay,Education,SkillUp Academy
T0003464,C00185,2026-04-16,127.38,Mobile App,Entertainment,TGV Movies
T0014807,C00792,2025-03-18,838.69,Mobile App,Retail Shopping,Harvey Norman
T0008072,C00434,2026-07-01,99.38,Branch,Fuel,Caltex Go
T0003147,C00169,2025-12-26,161.97,Mobile App,Telco,Digi
T0005533,C00300,2025-07-27,305.71,Internet Banking,Groceries,MyMart
T0006858,C00367,2025-09-23,37.69,Debit Card,Entertainment,GSC Cinemas
T0011251,C00607,2026-07-15,2627.62,Mobile App,Travel,Agoda MY
T0000189,C00009,2025-10-06,157.53,Mobile App,Utilities,Air Selangor
T0010381,C00557,2025-01-11,124.55,Mobile App,Retail Shopping,Padini Store
T0005574,C00302,2025-01-08,6859.73,ATM,Transfer,IBG Transfer
T0005006,C00271,2025-09-21,207.45,Mobile App,Groceries,Jaya Grocer Co
T0006637,C00354,2025-10-26,451.88,Branch,Healthcare,Watsons
T0006330,C00339,2025-01-12,382.26,ATM,Retail Shopping,H&M Central
T0001572,C00087,2025-04-28,334.11,Internet Banking,Healthcare,BP Healthcare
T0011903,C00642,2026-07-15,114.31,QR Pay,Telco,Maxis
T0003330,C00180,2025-03-10,7388.43,QR Pay,Transfer,DuitNow Transfer
T0001799,C00099,2025-03-19,218.37,Mobile App,Fuel,Petronas Station
T0007991,C00429,2025-12-02,159.54,Internet Banking,Groceries,GiantValue
T0002687,C00142,2026-07-15,68.31,Internet Banking,Fuel,Caltex Go
T0002479,C00133,2025-08-23,222.44,Mobile App,Groceries,FreshMart
T0013569,C00730,2026-07-15,13.52,Mobile App,Entertainment,Steam
T0005431,C00294,2025-04-26,242.91,Mobile App,Education,EduBooks
T0003222,C00173,2026-03-10,273.74,QR Pay,Utilities,Air Selangor
T0006648,C00355,2026-06-14,85.27,Internet Banking,Dining,KopiTiam Central
T0000736,C00040,2026-01-20,2318.3,ATM,Education,TuitionPro
T0001175,C00065,2025-01-19,165.34,Internet Banking,Fuel,Petronas Station
T0013380,C00719,2026-07-15,1812.89,Internet Banking,Travel,MAS Booking
T0010768,C00579,2025-12-08,232.89,Internet Banking,Fuel,PetroMax
T0012204,C00658,2025-04-24,18.38,Internet Banking,Dining,Sushi Express
T0011153,C00601,2026-07-15,270.44,QR Pay,Groceries,TescoLite
T0008705,C00467,2025-12-16,67.55,ATM,Entertainment,Spotify MY
T0002280,C00123,2025-02-27,2578.35,ATM,Transfer,Instant Transfer
T0004396,C00236,2025-02-27,120.95,Branch,Dining,KopiTiam Central
T0001197,C00066,2025-10-08,546.94,Debit Card,Retail Shopping,Harvey Norman
T0004554,C00245,2025-09-17,399.92,QR Pay,Retail Shopping,Harvey Norman
T0012232,C00660,2025-06-05,145.41,QR Pay,Utilities,Unifi
T0010037,C00539,2025-11-23,22.69,ATM,Groceries,MyMart
T0004199,C00225,2025-03-08,178.1,Branch,Fuel,ShellPlus
T0010336,C00555,2025-05-24,282.22,Branch,Groceries,MyMart
T0011210,C00604,2026-07-15,76.93,ATM,Telco,Yes 5G
T0003493,C00186,2025-06-21,233.21,Mobile App,Entertainment,GSC Cinemas
T0005625,C00304,2026-06-22,219.38,Mobile App,Groceries,MyMart
T0014432,C00773,2026-04-08,20.33,ATM,Healthcare,BP Healthcare
T0009972,C00535,2025-06-24,110.73,Mobile App,Entertainment,GSC Cinemas
T0004875,C00264,2026-05-28,233.19,QR Pay,Entertainment,Spotify MY
T0007929,C00425,2025-02-24,189.23,ATM,Groceries,GiantValue
T0013770,C00741,2025-01-31,236.77,Debit Card,Fuel,ShellPlus
T0007833,C00421,2025-04-08,31.5,Debit Card,Dining,BurgerLab
T0014802,C00792,2026-04-17,501.49,Mobile App,Retail Shopping,Padini Store
T0000735,C00040,2026-03-21,175.71,Debit Card,Entertainment,Steam
T0009905,C00532,2026-07-15,89.94,Internet Banking,Telco,Yes 5G
T0004593,C00247,2025-07-01,5931.74,Debit Card,Transfer,DuitNow Transfer
T0010400,C00559,2025-06-15,106.06,Internet Banking,Telco,Celcom
T0008603,C00462,2026-07-04,178.68,Mobile App,Utilities,Unifi
T0013904,C00747,2026-07-15,85.89,Debit Card,Entertainment,Netflix MY
T0005895,C00317,2026-07-15,2969.31,Mobile App,Travel,Grab Rides
T0002608,C00139,2026-07-15,2431.23,Mobile App,Travel,Grab Rides
T0000108,C00005,2025-05-11,238.06,Mobile App,Telco,Celcom
T0014683,C00786,2025-03-26,1195.56,Debit Card,Retail Shopping,MR DIY
T0004718,C00256,2026-03-03,27.92,Mobile App,Groceries,MyMart
T0005735,C00309,2025-01-07,272.1,Internet Banking,Travel,MAS Booking
T0007932,C00425,2026-07-15,40.58,ATM,Utilities,Air Selangor
T0000713,C00040,2025-07-29,131.13,Branch,Fuel,PetroMax
T0004552,C00244,2025-01-22,1057.97,Mobile App,Education,EduBooks
T0001709,C00094,2026-02-19,400.06,Debit Card,Utilities,Air Selangor
T0003430,C00184,2025-04-25,3157.05,Debit Card,Travel,Grab Rides
T0001080,C00058,2025-10-06,328.32,ATM,Groceries,MyMart
T0011783,C00634,2025-11-23,806.97,Mobile App,Cash Withdrawal,ATM Withdrawal
T0002845,C00152,2025-10-19,5421.96,ATM,Transfer,IBG Transfer
T0003381,C00182,2026-03-05,371.88,QR Pay,Healthcare,Caring Pharm
T0007300,C00391,2026-07-15,7563.81,Mobile App,Transfer,DuitNow Transfer
T0002497,C00135,2025-10-24,46.79,Mobile App,Telco,U Mobile
T0003787,C00204,2025-09-24,232.65,Internet Banking,Telco,U Mobile
T0004463,C00240,2026-07-15,2723.72,ATM,Education,SkillUp Academy
T0012576,C00678,2026-05-26,165.9,Internet Banking,Telco,Digi
T0006186,C00331,2025-09-15,168.58,Internet Banking,Telco,Yes 5G
T0004134,C00221,2025-08-05,139.2,Mobile App,Dining,BurgerLab
T0000893,C00050,2025-03-09,924.72,ATM,Education,Coursera MY
T0010365,C00556,2026-07-15,88.87,Internet Banking,Fuel,Petronas Station
T0014923,C00797,2025-12-19,99.45,QR Pay,Cash Withdrawal,ATM Withdrawal
T0009218,C00496,2025-05-28,170.51,ATM,Telco,Maxis
T0014110,C00757,2026-01-21,911.41,ATM,Travel,AirAsia
T0009498,C00509,2025-06-23,3807.43,Debit Card,Travel,Agoda MY
T0008667,C00465,2026-07-11,52.69,Mobile App,Groceries,GiantValue
T0012309,C00664,2026-07-15,1852.59,Branch,Cash Withdrawal,ATM Withdrawal
T0012419,C00670,2026-07-15,311.12,Mobile App,Utilities,TNB Bill
T0014203,C00762,2026-04-09,117.99,Debit Card,Entertainment,TGV Movies
T0002721,C00145,2025-10-07,293.89,Debit Card,Telco,Digi
T0008974,C00481,2026-05-06,576.26,QR Pay,Healthcare,Klinik Mediviron
T0007034,C00377,2026-03-22,2819.75,ATM,Transfer,Instant Transfer
T0014577,C00781,2025-10-30,197.42,ATM,Dining,Nasi Kandar House
T0012689,C00683,2026-05-10,1117.06,Debit Card,Retail Shopping,Uniqlo MY
T0013016,C00700,2026-07-15,127.03,Internet Banking,Groceries,TescoLite
T0011699,C00630,2026-07-15,193.59,Debit Card,Entertainment,GSC Cinemas
T0006976,C00373,2025-06-09,324.58,QR Pay,Groceries,TescoLite
T0011390,C00613,2026-07-15,828.45,Branch,Retail Shopping,Padini Store
T0010668,C00574,2025-12-25,145.99,Internet Banking,Fuel,PetroMax
T0010308,C00554,2025-07-27,175.4,Mobile App,Healthcare,BP Healthcare
T0008347,C00447,2026-07-06,21.55,Internet Banking,Retail Shopping,Padini Store
T0002532,C00136,2025-06-18,984.42,QR Pay,Retail Shopping,Uniqlo MY
T0004058,C00217,2025-07-09,332.78,Branch,Travel,MAS Booking
T0008993,C00482,2026-07-15,192.39,ATM,Dining,Sushi Express
T0003860,C00207,2026-07-15,1520.65,Debit Card,Travel,KTM Berhad
T0011644,C00626,2026-01-23,194.43,ATM,Groceries,MyMart
T0002549,C00136,2025-05-04,1068.81,Internet Banking,Travel,Agoda MY
T0009299,C00499,2025-08-01,39.51,Mobile App,Telco,Digi
T0000601,C00033,2025-07-27,153.0,Branch,Entertainment,GSC Cinemas
T0000245,C00012,2026-06-15,120.12,Branch,Fuel,Caltex Go
T0006724,C00360,2026-06-17,349.97,Debit Card,Utilities,Air Selangor
T0013301,C00714,2026-07-15,1615.0,Mobile App,Travel,Agoda MY
T0003287,C00177,2026-03-18,4925.79,Mobile App,Travel,MAS Booking
T0004265,C00229,2026-07-15,118.07,Mobile App,Fuel,BHP Fuel
T0010120,C00544,2025-05-30,143.62,Branch,Entertainment,TGV Movies
T0005234,C00285,2026-02-08,191.85,Mobile App,Entertainment,GSC Cinemas
T0000094,C00005,2025-04-11,153.23,Internet Banking,Dining,Nasi Kandar House
T0007616,C00410,2026-07-15,218.3,Mobile App,Telco,U Mobile
T0007166,C00383,2025-06-28,212.99,ATM,Retail Shopping,Uniqlo MY
T0001678,C00093,2026-07-15,48.99,Branch,Dining,Sushi Express
T0011193,C00603,2026-07-15,3646.06,ATM,Travel,Grab Rides
T0003140,C00168,2025-12-07,1081.56,Branch,Cash Withdrawal,ATM Withdrawal
T0005782,C00311,2025-01-19,178.87,Debit Card,Entertainment,GSC Cinemas
T0006626,C00353,2025-08-23,7592.24,Branch,Transfer,IBG Transfer
T0011119,C00599,2025-01-19,109.86,ATM,Entertainment,Netflix MY
T0002189,C00118,2026-05-23,4211.83,Debit Card,Travel,AirAsia
T0012967,C00697,2026-07-15,320.34,Internet Banking,Utilities,Air Selangor
T0007380,C00395,2026-07-15,315.1,Mobile App,Healthcare,Klinik Mediviron
T0011846,C00638,2026-01-09,69.97,Branch,Groceries,Jaya Grocer Co
T0013036,C00701,2025-06-07,150.41,Mobile App,Entertainment,Netflix MY
T0003864,C00207,2025-04-21,41.65,Debit Card,Dining,Nasi Kandar House
T0006434,C00343,2026-07-15,217.9,Branch,Cash Withdrawal,ATM Withdrawal
T0007451,C00399,2025-02-26,427.31,Mobile App,Healthcare,Klinik Mediviron
T0014157,C00759,2026-01-11,88.89,Branch,Dining,Sushi Express
T0003575,C00190,2026-07-15,211.14,Debit Card,Telco,Yes 5G
T0002191,C00118,2025-05-22,724.07,Branch,Healthcare,BP Healthcare
T0002941,C00156,2025-12-06,2603.96,QR Pay,Travel,Grab Rides
T0003106,C00166,2026-01-13,190.49,Internet Banking,Entertainment,Spotify MY
T0003101,C00166,2026-01-10,3414.24,Internet Banking,Travel,MAS Booking
T0014623,C00783,2026-07-15,682.36,Mobile App,Healthcare,Caring Pharm
T0005649,C00305,2025-01-31,264.56,QR Pay,Telco,Maxis
T0002831,C00151,2026-07-15,58.74,Debit Card,Fuel,Petronas Station
T0009793,C00525,2026-07-15,961.47,Debit Card,Education,Little Genius
T0006859,C00367,2026-07-15,548.48,Internet Banking,Cash Withdrawal,ATM Withdrawal
T0001454,C00082,2025-11-30,1680.3,Debit Card,Cash Withdrawal,ATM Withdrawal
T0010627,C00572,2025-07-09,265.68,QR Pay,Groceries,Jaya Grocer Co
T0005335,C00290,2025-08-16,97.84,Mobile App,Groceries,FreshMart
T0010223,C00550,2025-02-24,5591.71,ATM,Transfer,DuitNow Transfer
T0003723,C00199,2026-04-12,194.27,Mobile App,Fuel,BHP Fuel
T0009729,C00521,2025-05-16,2160.42,Mobile App,Education,Coursera MY
T0009987,C00536,2025-08-14,1386.97,Mobile App,Travel,Grab Rides
T0000633,C00035,2025-03-25,283.37,Mobile App,Cash Withdrawal,ATM Withdrawal
T0011906,C00642,2025-02-17,192.08,Mobile App,Utilities,TNB Bill
T0001522,C00085,2026-07-15,1902.97,QR Pay,Education,Coursera MY
T0011233,C00605,2025-10-10,321.79,QR Pay,Groceries,GiantValue
T0002410,C00129,2026-06-25,254.51,ATM,Telco,Maxis
T0001086,C00059,2026-02-21,120.1,Branch,Travel,KTM Berhad
T0001250,C00070,2026-01-20,89.66,Internet Banking,Entertainment,Netflix MY
T0014441,C00774,2026-06-17,2061.54,QR Pay,Transfer,IBG Transfer
T0013841,C00744,2025-10-25,674.26,QR Pay,Healthcare,Caring Pharm
T0002433,C00131,2025-01-08,749.89,QR Pay,Healthcare,Guardian Pharma
